Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree
44056,04E107,22.14342105263158
44057,04E259,22.166828254847644
44058,04E454,22.201939058171746
44059,04E64F,22.237049861495844
44060,04E7A1,22.26045706371191
44061,04E99C,22.29556786703601
44062,04EAEE,22.318975069252076
44063,04ECE9,22.354085872576178
44064,04EE3B,22.377493074792245
44065,04F036,22.412603878116343
44066,04F188,22.43601108033241
44067,04F383,22.47112188365651
44068,04F57E,22.506232686980606
44069,04F6D0,22.529639889196673
44070,04F8CB,22.564750692520775
44071,04FA1D,22.58815789473684
44072,04FC18,22.623268698060944
44073,04FD6A,22.64667590027701
44074,04FF65,22.68178670360111
44075,0500B7,22.705193905817175
44076,0502B2,22.740304709141274
44077,050404,22.76371191135734
44078,0505FF,22.79882271468144
44079,050751,22.822229916897506
44080,0508A3,22.845637119113572
44081,050A9E,22.880747922437674
44082,050C99,22.915858725761776
44083,050DEB,22.939265927977843
44084,050FE6,22.974376731301938
44085,051138,22.997783933518004
44086,051333,23.032894736842103
44087,051485,23.056301939058173
44088,051680,23.09141274238227
44089,0517D2,23.114819944598338
44090,0519CD,23.14993074792244
44091,051B1F,23.173337950138507
44092,051D1A,23.2084487534626
44093,051E6C,23.231855955678668
44094,052067,23.26696675900277
44095,0521B9,23.290373961218837
44096,05230B,23.313781163434903
44097,052506,23.348891966759002
44098,052658,23.37229916897507
44099,052853,23.40740997229917
44100,0529A5,23.430817174515237
44101,052BA0,23.465927977839332
44102,052CF2,23.4893351800554
44103,052EED,23.5244459833795
44104,05303F,23.547853185595567
44105,05323A,23.58296398891967
44106,05338C,23.606371191135736
44107,053587,23.641481994459834
44108,0536D9,23.6648891966759
44109,0538D4,23.7
44110,053A26,23.723407202216066
44111,053C21,23.758518005540164
44112,053D73,23.78192520775623
44113,053F6E,23.817036011080333
44114,0540C0,23.8404432132964
44115,0542BB,23.8755540166205
44116,05440D,23.89896121883657
44117,054608,23.934072022160667
44118,05475A,23.95747922437673
44119,0548AC,23.980886426592797
44120,054AA7,24.0159972299169
44121,054CA2,24.051108033240997
44122,054DF4,24.074515235457064
44123,054F46,24.09792243767313
44124,055141,24.133033240997232
44125,055293,24.1564404432133
44126,05548E,24.191551246537394
44127,0555E0,24.21495844875346
44128,0557DB,24.250069252077562
44129,05592D,24.27347645429363
44130,055B28,24.308587257617727
44131,055C7A,24.331994459833794
44132,055E75,24.367105263157896
44133,055FC7,24.390512465373963
44134,056119,24.41391966759003
44135,056314,24.449030470914124
44136,056466,24.47243767313019
44138,056661,24.507548476454293
44139,0567B3,24.53095567867036
44140,0569AE,24.56606648199446
44141,056B00,24.589473684210528
44142,056CFB,24.624584487534626
44143,056E4D,24.647991689750693
44144,056F9F,24.671398891966756
44145,05719A,24.70650969529086
44146,057395,24.741620498614957
44147,0574E7,24.765027700831023
44148,057639,24.78843490304709
44149,057834,24.823545706371192
44150,057986,24.84695290858726
44151,057AD8,24.870360110803325
44152,057CD3,24.905470914127427
44153,057ECE,24.940581717451522
44154,058020,24.96398891966759
44155,058172,24.987396121883656
44156,05836D,25.022506925207757
44157,0584BF,25.045914127423824
44158,0586BA,25.081024930747922
44159,05880C,25.10443213296399
44160,058A07,25.13954293628809
44161,058B59,25.162950138504154
44162,058D54,25.198060941828253
44163,058EA6,25.22146814404432
44164,058FF8,25.244875346260386
44165,0591F3,25.279986149584488
44166,059345,25.303393351800555
44167,059540,25.338504155124653
44168,059692,25.361911357340723
44169,05988D,25.39702216066482
44170,0599DF,25.420429362880885
44171,059B31,25.44383656509695
44172,059D2C,25.47894736842105
44173,059E7E,25.50235457063712
44174,05A079,25.53746537396122
44175,05A1CB,25.560872576177285
44176,05A3C6,25.595983379501387
44177,05A518,25.619390581717454
44178,05A713,25.65450138504155
44179,05A865,25.677908587257615
44180,05A9B7,25.701315789473682
44181,05ABB2,25.736426592797784
44182,05AD04,25.75983379501385
44183,05AEFF,25.79494459833795
44184,05B051,25.818351800554016
44185,05B24C,25.853462603878118
44186,05B39E,25.876869806094184
44187,05B4F0,25.900277008310248
44188,05B6EB,25.935387811634346
44189,05B83D,25.958795013850413
44190,05B98F,25.982202216066483
44191,05BB8A,26.01731301939058
44192,05BCDC,26.040720221606648
44193,05BE2E,26.064127423822715
44194,05C029,26.099238227146817
44195,05C17B,26.122645429362883
44196,05C376,26.157756232686978
44197,05C4C8,26.181163434903045
44198,05C6C3,26.216274238227147
44199,05C815,26.239681440443213
44200,05CA10,26.274792243767312
44201,05CB62,26.29819944598338
44202,05CD5D,26.33331024930748
44203,05CEAF,26.356717451523547
44204,05D001,26.380124653739614
44205,05D1FC,26.41523545706371
44206,05D34E,26.438642659279775
44207,05D549,26.473753462603877
44208,05D69B,26.497160664819944
44209,05D7ED,26.52056786703601
44210,05D9E8,26.555678670360113
44211,05DB3A,26.57908587257618
44212,05DD35,26.614196675900278
44213,05DE87,26.63760387811634
44214,05E082,26.672714681440443
44215,05E1D4,26.69612188365651
44216,05E326,26.719529085872576
44217,05E521,26.754639889196675
44218,05E673,26.77804709141274
44219,05E86E,26.813157894736843
44220,05E9C0,26.83656509695291
44221,05EBBB,26.871675900277012
44222,05ED0D,26.89508310249307
44223,05EF08,26.930193905817173
44224,05F05A,26.95360110803324
44225,05F255,26.988711911357342
44226,05F3A7,27.01211911357341
44227,05F5A2,27.047229916897507
44228,05F6F4,27.070637119113574
44229,05F846,27.09404432132964
44230,05FA41,27.12915512465374
44231,05FB93,27.152562326869806
44232,05FD8E,27.187673130193904
44233,05FEE0,27.21108033240997
44234,0600DB,27.246191135734072
44235,06022D,27.26959833795014
44236,06037F,27.293005540166206
44236,06057A,27.328116343490308
44237,0606CC,27.351523545706375
44238,0608C7,27.38663434903047
44239,060A19,27.410041551246536
44240,060C14,27.445152354570634
44241,060D66,27.468559556786705
44242,060F61,27.503670360110803
44243,0610B3,27.52707756232687
44244,0612AE,27.56218836565097
44245,061400,27.58559556786704
44246,0615FB,27.620706371191133
44247,06174D,27.6441135734072
44248,06189F,27.667520775623267
44249,061A9A,27.70263157894737
44250,061C95,27.737742382271467
44251,061DE7,27.761149584487534
44252,061FE2,27.796260387811635
44253,062134,27.819667590027702
44254,062286,27.84307479224377
44255,062481,27.878185595567864
44256,0625D3,27.90159279778393
44257,0627CE,27.936703601108032
44258,062920,27.9601108033241
44259,062B1B,27.9952216066482
44260,062C6D,28.018628808864268
44261,062E68,28.053739612188366
44262,062FBA,28.077146814404433
44263,0631B5,28.11225761772853
44264,063307,28.135664819944598
44265,063502,28.170775623268696
44266,063654,28.194182825484763
44267,06384F,28.229293628808865
44268,0639A1,28.25270083102493
44269,063B9C,28.287811634349033
44270,063CEE,28.3112188365651
44271,063EE9,28.3463296398892
44272,06403B,28.36973684210526
44273,064236,28.40484764542936
44274,064388,28.428254847645427
44275,064583,28.46336565096953
44276,0646D5,28.486772853185595
44277,0648D0,28.521883656509697
44278,064A22,28.545290858725764
44279,064C1D,28.580401662049862
44280,064D6F,28.603808864265925
44281,064F6A,28.638919667590027
44282,0650BC,28.662326869806094
44283,0652B7,28.697437673130192
44284,065409,28.72084487534626
44285,06555B,28.744252077562326
44286,065756,28.779362880886428
44287,065951,28.81447368421053
44288,065AA3,28.837880886426596
44289,065C9E,28.87299168975069
44290,065DF0,28.896398891966758
44291,065F42,28.919806094182825
44292,06613D,28.954916897506926
44293,06628F,28.978324099722993
44294,06648A,29.01343490304709
44295,0665DC,29.03684210526316
44296,0667D7,29.07195290858726
44297,066929,29.095360110803323
44298,066B24,29.13047091412742
44299,066C76,29.15387811634349
44300,066E71,29.18898891966759
44301,066FC3,29.212396121883657
44302,0671BE,29.247506925207755
44303,067310,29.270914127423822
44304,06750B,29.306024930747924
44305,06765D,29.32943213296399
44306,0677AF,29.352839335180054
44307,0679AA,29.387950138504152
44308,067AFC,29.41135734072022
44309,067CF7,29.44646814404432
44310,067EF2,29.481578947368423
44311,068044,29.50498614958449
44312,068196,29.528393351800556
44313,068391,29.563504155124654
44314,0684E3,29.586911357340718
44315,0686DE,29.62202216066482
44316,068830,29.645429362880886
44317,068A2B,29.680540166204985
44318,068B7D,29.70394736842105
44319,068D78,29.739058171745153
44320,068ECA,29.76246537396122
44321,0690C5,29.797576177285322
44322,069217,29.82098337950139
44323,069412,29.856094182825483
44324,069564,29.87950138504155
44325,0696B6,29.902908587257617
44326,0698B1,29.93801939058172
44327,069A03,29.961426592797785
44328,069BFE,29.996537396121884
44329,069D50,30.01994459833795
44330,069F4B,30.055055401662052
44331,06A09D,30.078462603878116
44332,06A1EF,30.101869806094182
44333,06A3EA,30.13698060941828
44334,06A53C,30.160387811634347
44335,06A737,30.19549861495845
44336,06A889,30.218905817174516
44338,06AA84,30.254016620498618
44338,06ABD6,30.277423822714685
44339,06ADD1,30.312534626038783
44340,06AF23,30.335941828254846
44341,06B075,30.359349030470913
44342,06B270,30.39445983379501
44343,06B3C2,30.41786703601108
44344,06B5BD,30.45297783933518
44345,06B70F,30.476385041551247
44346,06B861,30.499792243767313
44347,06BA5C,30.534903047091415
44348,06BBAE,30.558310249307482
44349,06BDA9,30.593421052631577
44350,06BEFB,30.616828254847643
44351,06C04D,30.64023545706371
44353,06C248,30.675346260387812
44353,06C39A,30.69875346260388
44354,06C595,30.733864265927977
44355,06C6E7,30.757271468144047
44356,06C8E2,30.792382271468146
44357,06CA34,30.81578947368421
44358,06CB86,30.839196675900276
44359,06CD81,30.874307479224374
44360,06CED3,30.89771468144044
44361,06D0CE,30.932825484764543
44362,06D220,30.95623268698061
44363,06D41B,30.99134349030471
44364,06D56D,31.014750692520778
44365,06D6BF,31.038157894736845
44367,06D8BA,31.07326869806094
44368,06DA0C,31.096675900277006
44368,06DC07,31.131786703601108
44369,06DD59,31.155193905817175
44371,06DF54,31.190304709141273
44371,06E0A6,31.21371191135734
44372,06E1F8,31.237119113573407
44373,06E3F3,31.27222991689751
44374,06E545,31.295637119113575
44376,06E740,31.33074792243767
44377,06E892,31.354155124653737
44378,06EA8D,31.38926592797784
44378,06EBDF,31.412673130193905
44379,06EDDA,31.447783933518007
44380,06EF2C,31.471191135734074
44381,06F07E,31.49459833795014
44382,06F279,31.52970914127424
44383,06F3CB,31.553116343490302
44384,06F5C6,31.588227146814404
44386,06F718,31.61163434903047
44387,06F913,31.64674515235457
44388,06FA65,31.670152354570636
44388,06FBB7,31.693559556786703
44389,06FDB2,31.728670360110804
44391,06FF04,31.75207756232687
44391,0700FF,31.787188365650973
44392,070251,31.810595567867033
44393,0703A3,31.8340027700831
44395,07059E,31.8691135734072
44396,0706F0,31.892520775623268
44397,0708EB,31.92763157894737
44398,070A3D,31.951038781163437
44399,070C38,31.986149584487535
44399,070D8A,32.009556786703605
44401,070EDC,32.03296398891967
44402,0710D7,32.06807479224376
44403,071229,32.09148199445983
44404,071424,32.126592797783935
44405,071576,32.15
44406,071771,32.1851108033241
44407,0718C3,32.208518005540164
44408,071ABE,32.243628808864266
44409,071C10,32.267036011080336
44410,071D62,32.2904432132964
44410,071F5D,32.325554016620494
44411,0720AF,32.348961218836564
44412,072201,32.37236842105263
44414,0723FC,32.40747922437673
44414,07254E,32.4308864265928
44416,072749,32.4659972299169
44417,07289B,32.489404432132964
44417,072A96,32.524515235457066
44418,072BE8,32.54792243767313
44420,072DE3,32.58303324099723
44421,072F35,32.606440443213295
44422,073087,32.629847645429365
44423,073282,32.66495844875346
44423,07347D,32.70006925207756
44425,0735CF,32.72347645429363
44426,073721,32.746883656509695
44426,07391C,32.78199445983379
44427,073A6E,32.80540166204986
44429,073C69,32.84051246537396
44430,073DBB,32.863919667590025
44431,073FB6,32.89903047091413
44431,074108,32.9224376731302
44432,074303,32.95754847645429
44433,074455,32.98095567867036
44435,074650,33.016066481994464
44435,0747A2,33.03947368421053
44436,0748F4,33.06288088642659
44438,074AEF,33.09799168975069
44439,074C41,33.121398891966756
44440,074E3C,33.15650969529086
44441,074F8E,33.17991689750693
44442,075189,33.21502770083103
44443,0752DB,33.23843490304709
44444,0754D6,33.27354570637119
44445,075628,33.29695290858726
44446,075823,33.33206371191135
44447,075975,33.35547091412742
44448,075B70,33.390581717451525
44449,075CC2,33.41398891966759
44450,075EBD,33.44909972299169
44451,07600F,33.47250692520776
44452,07620A,33.507617728531855
44453,07635C,33.53102493074792
44454,0764AE,33.55443213296399
44455,0766A9,33.58954293628809
44456,0767FB,33.612950138504154
44457,0769F6,33.648060941828255
44458,076B48,33.67146814404432
44459,076D43,33.70657894736842
44460,076F3E,33.74168975069252
44461,077090,33.765096952908586
44462,0771E2,33.78850415512465
44463,0773DD,33.82361495844875
44464,07752F,33.84702216066482
44465,07772A,33.88213296398892
44466,07787C,33.905540166204986
44467,077A77,33.94065096952909
44468,077BC9,33.96405817174515
44469,077DC4,33.99916897506925
44470,077F16,34.022576177285316
44471,078111,34.05768698060942
44472,078263,34.08109418282548
44473,07845E,34.11620498614958
44474,0785B0,34.13961218836565
44475,0787AB,34.17472299168975
44476,0788FD,34.19813019390582
44477,078AF8,34.23324099722992
44478,078C4A,34.25664819944598
44479,078E45,34.29175900277008
44480,078F97,34.31516620498615
44481,079192,34.35027700831025
44482,0792E4,34.373684210526314
44483,0794DF,34.408795013850416
44484,079631,34.432202216066486
44485,07982C,34.46731301939058
44486,07997E,34.49072022160665
44487,079B79,34.525831024930746
44488,079CCB,34.549238227146816
44489,079E1D,34.57264542936288
44490,07A018,34.60775623268698
44491,07A16A,34.631163434903044
44492,07A365,34.666274238227146
44493,07A4B7,34.689681440443216
44494,07A6B2,34.72479224376732
44495,07A8AD,34.75990304709141
44496,07A9FF,34.783310249307476
44497,07AB51,34.80671745152355
44498,07AD4C,34.84182825484765
44499,07AE9E,34.86523545706371
44500,07B099,34.90034626038781
44501,07B1EB,34.92375346260388
44502,07B3E6,34.95886426592798
44503,07B538,34.98227146814405
44504,07B733,35.01738227146814
44505,07B885,35.04078947368421
44506,07B9D7,35.06419667590028
44507,07BBD2,35.09930747922438
44508,07BD24,35.12271468144044
44509,07BF1F,35.157825484764544
44510,07C071,35.181232686980614
44511,07C26C,35.21634349030471
44512,07C3BE,35.23975069252077
44513,07C5B9,35.274861495844874
44514,07C70B,35.29826869806094
44515,07C906,35.33337950138504
44516,07CA58,35.35678670360111
44517,07CC53,35.39189750692521
44518,07CDA5,35.415304709141274
44519,07CFA0,35.450415512465376
44520,07D0F2,35.47382271468144
44521,07D2ED,35.50893351800554
44522,07D43F,35.532340720221605
44523,07D63A,35.56745152354571
44524,07D835,35.60256232686981
44525,07D987,35.62596952908587
44526,07DB82,35.66108033240997
44527,07DCD4,35.684487534626044
44528,07DE26,35.70789473684211
44529,07E021,35.7430055401662
44530,07E173,35.76641274238227
44531,07E36E,35.80152354570637
44532,07E569,35.83663434903047
44533,07E6BB,35.86004155124654
44534,07E8B6,35.89515235457064
44535,07EA08,35.918559556786704
44536,07EC03,35.953670360110806
44537,07ED55,35.97707756232687
44538,07EF50,36.01218836565097
44538,07F14B,36.047299168975066
44540,07F29D,36.070706371191136
44541,07F3EF,36.0941135734072
44542,07F5EA,36.1292243767313
44543,07F73C,36.15263157894737
44544,07F937,36.18774238227147
44545,07FB32,36.22285318559557
44546,07FC84,36.24626038781163
44547,07FE7F,36.28137119113573
44548,07FFD1,36.304778393351796
44549,0801CC,-36.27617728531856
44550,08031E,-36.2527700831025
44551,080519,-36.217659279778395
44552,08066B,-36.194252077562325
44553,080866,-36.15914127423823
44554,0809B8,-36.13573407202216
44555,080BB3,-36.10062326869806
44556,080D05,-36.077216066481995
44557,080F00,-36.04210526315789
44558,081052,-36.01869806094183
44559,08124D,-35.98358725761773
44560,081448,-35.948476454293626
44561,08159A,-35.92506925207756
44562,081795,-35.88995844875346
44563,0818E7,-35.8665512465374
44564,081AE2,-35.831440443213296
44565,081C34,-35.808033240997226
44566,081E2F,-35.77292243767313
44567,081F81,-35.74951523545707
44568,08217C,-35.714404432132966
44569,082377,-35.679293628808864
44570,0824C9,-35.6558864265928
