Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree
21194,17D03E,108.07742382271468
21195,17D190,108.10083102493074
21196,17D38B,108.13594182825484
21197,17D4DD,108.15934903047092
21198,17D6D8,108.19445983379501
21199,17D8D3,108.22957063711911
21200,17DACE,108.26468144044323
21201,17DC20,108.28808864265928
21202,17DE1B,108.32319944598338
21203,17E016,108.3583102493075
21204,17E168,108.38171745152354
21205,17E363,108.41682825484764
21206,17E55E,108.45193905817173
21207,17E6B0,108.47534626038781
21208,17E8AB,108.51045706371193
21209,17EAA6,108.545567867036
21210,17EBF8,108.56897506925208
21210,17EDF3,108.60408587257619
21211,17EFEE,108.63919667590027
21212,17F140,108.66260387811634
21213,17F33B,108.69771468144043
21214,17F536,108.73282548476453
21215,17F731,108.76793628808865
21216,17F883,108.7913434903047
21217,17FA7E,108.82645429362881
21218,17FC79,108.86156509695292
21219,17FDCB,108.88497229916896
21220,17FFC6,108.92008310249308
21221,1801C1,108.95519390581718
21222,180313,108.97860110803323
21223,18050E,109.01371191135735
21224,180709,109.04882271468145
21225,18085B,109.0722299168975
21226,180A56,109.10734072022161
21227,180C51,109.14245152354572
21228,180DA3,109.16585872576178
21229,180F9E,109.20096952908588
21230,1810F0,109.22437673130193
21231,1812EB,109.25948753462605
21232,1814E6,109.29459833795015
21233,181638,109.3180055401662
21234,181833,109.35311634349031
21235,181A2E,109.38822714681442
21236,181B80,109.41163434903046
21237,181D7B,109.44674515235458
21238,181F76,109.48185595567867
21239,1820C8,109.50526315789475
21240,1822C3,109.54037396121885
21241,1824BE,109.57548476454294
21242,182610,109.59889196675901
21243,18280B,109.63400277008311
21244,182A06,109.6691135734072
21245,182B58,109.69252077562328
21246,182D53,109.72763157894735
21247,182F4E,109.76274238227147
21248,1830A0,109.78614958448755
21249,18329B,109.82126038781163
21250,1833ED,109.84466759002771
21251,1835E8,109.87977839335181
21252,1837E3,109.9148891966759
21253,183935,109.93829639889198
21254,183B30,109.97340720221605
21255,183D2B,110.00851800554017
21256,183E7D,110.03192520775625
21257,184078,110.06703601108032
21258,184273,110.10214681440443
21259,1843C5,110.12555401662051
21260,1845C0,110.1606648199446
21261,1847BB,110.1957756232687
21262,18490D,110.21918282548475
21263,184B08,110.25429362880887
21264,184D03,110.28940443213297
21265,184E55,110.31281163434902
21266,185050,110.34792243767313
21267,1851A2,110.37132963988921
21268,18539D,110.40644044321328
21269,185598,110.4415512465374
21270,1856EA,110.46495844875345
21271,1858E5,110.50006925207757
21272,185A37,110.52347645429364
21273,185C32,110.55858725761772
21274,185D84,110.5819944598338
21275,185F7F,110.61710526315791
21276,18617A,110.65221606648198
21277,1862CC,110.67562326869806
21278,1864C7,110.71073407202215
21279,186619,110.73414127423823
21280,186814,110.76925207756233
21281,186A0F,110.80436288088642
21282,186B61,110.8277700831025
21283,186D5C,110.86288088642661
21284,186EAE,110.88628808864266
21285,1870A9,110.92139889196676
21286,1872A4,110.95650969529085
21287,1873F6,110.97991689750693
21288,1875F1,111.01502770083103
21289,1877EC,111.05013850415511
21290,18793E,111.07354570637119
21291,187B39,111.1086565096953
21292,187C8B,111.13206371191136
21293,187E86,111.16717451523546
21294,187FD8,111.19058171745152
21295,1881D3,111.22569252077562
21296,188325,111.24909972299169
21297,188520,111.28421052631579
21298,188672,111.30761772853187
21299,18886D,111.34272853185595
21300,188A68,111.37783933518006
21301,188BBA,111.40124653739612
21302,188DB5,111.43635734072022
21303,188F07,111.4597645429363
21304,189102,111.49487534626039
21305,1892FD,111.52998614958449
21306,18944F,111.55339335180057
21308,18964A,111.58850415512465
21308,189845,111.62361495844875
21309,189997,111.6470221606648
21310,189B92,111.68213296398892
21312,189CE4,111.705540166205
21313,189EDF,111.74065096952909
21314,18A0DA,111.77576177285319
21315,18A22C,111.79916897506926
21316,18A427,111.83427977839335
21317,18A579,111.85768698060943
21318,18A774,111.8927977839335
21319,18A8C6,111.91620498614958
21320,18AAC1,111.9513157894737
21321,18ACBC,111.98642659279777
21322,18AE0E,112.00983379501385
21323,18B009,112.04494459833796
21324,18B15B,112.06835180055401
21325,18B356,112.10346260387811
21326,18B551,112.1385734072022
21327,18B6A3,112.16198060941828
21328,18B89E,112.1970914127424
21329,18BA99,112.23220221606647
21330,18BBEB,112.25560941828255
21331,18BDE6,112.29072022160666
21332,18BF38,112.31412742382271
21333,18C133,112.34923822714681
21334,18C285,112.37264542936288
21335,18C480,112.40775623268698
21336,18C67B,112.44286703601108
21337,18C7CD,112.46627423822714
21338,18C91F,112.48968144044322
21339,18CB1A,112.52479224376731
21340,18CD15,112.55990304709141
21341,18CE67,112.58331024930749
21342,18D062,112.61842105263158
21343,18D1B4,112.64182825484765
21344,18D3AF,112.67693905817174
21345,18D501,112.70034626038782
21346,18D6FC,112.73545706371192
21347,18D8F7,112.77056786703601
21348,18DA49,112.79397506925208
21349,18DC44,112.82908587257619
21350,18DD96,112.85249307479225
21351,18DF91,112.88760387811635
21352,18E0E3,112.9110110803324
21353,18E2DE,112.94612188365652
21354,18E430,112.96952908587257
21355,18E62B,113.00463988919667
21356,18E826,113.03975069252078
21357,18E978,113.06315789473683
21358,18EB73,113.09826869806095
21359,18ECC5,113.121675900277
21360,18EEC0,113.1567867036011
21361,18F012,113.18019390581718
21362,18F20D,113.21530470914126
21363,18F35F,113.23871191135734
21364,18F55A,113.27382271468144
21365,18F6AC,113.2972299168975
21366,18F8A7,113.33234072022161
21367,18F9F9,113.35574792243767
21368,18FBF4,113.39085872576177
21369,18FD46,113.41426592797784
21370,18FF41,113.44937673130194
21371,190093,113.47278393351802
21372,19028E,113.5078947368421
21373,1903E0,113.53130193905818
21374,1905DB,113.56641274238228
21375,19072D,113.58981994459833
21376,190928,113.62493074792245
21377,190A7A,113.6483379501385
21378,190C75,113.6834487534626
21379,190DC7,113.70685595567866
21380,190FC2,113.74196675900276
21381,191114,113.76537396121884
21382,19130F,113.80048476454293
21383,191461,113.823891966759
21384,19165C,113.8590027700831
21385,1917AE,113.88240997229917
21386,1919A9,113.91752077562327
21387,191AFB,113.94092797783934
21388,191CF6,113.97603878116344
21389,191E48,113.9994459833795
21390,192043,114.0345567867036
21391,192195,114.05796398891968
21392,192390,114.09307479224377
21393,1924E2,114.11648199445985
21394,1926DD,114.15159279778392
21395,19282F,114.175
21396,192A2A,114.21011080332411
21397,192B7C,114.23351800554016
21398,192D77,114.26862880886426
21399,192EC9,114.29203601108033
21400,1930C4,114.32714681440443
21401,193216,114.35055401662049
21402,193411,114.3856648199446
21403,193563,114.40907202216067
21404,19375E,114.44418282548476
21405,1938B0,114.46759002770084
21406,193AAB,114.50270083102494
21407,193CA6,114.53781163434903
21408,193DF8,114.5612188365651
21409,193FF3,114.59632963988919
21410,194145,114.61973684210527
21410,194340,114.65484764542937
21411,194492,114.67825484764543
21413,19468D,114.71336565096954
21413,1947DF,114.73677285318558
21415,1949DA,114.7718836565097
21415,194B2C,114.79529085872578
21416,194D27,114.83040166204985
21418,194F22,114.86551246537397
21419,195074,114.88891966759002
21419,1951C6,114.9123268698061
21420,1953C1,114.9474376731302
21421,1955BC,114.98254847645428
21423,19570E,115.00595567867036
21424,195909,115.04106648199446
21425,195A5B,115.06447368421053
21426,195C56,115.09958448753463
21427,195DA8,115.12299168975069
21428,195FA3,115.1581024930748
21429,1960F5,115.18150969529086
21430,1962F0,115.21662049861496
21431,1964EB,115.25173130193906
21432,19663D,115.27513850415512
21433,196838,115.31024930747922
21434,19698A,115.33365650969529
21435,196B85,115.36876731301939
21436,196CD7,115.39217451523547
21437,196ED2,115.42728531855956
21438,197024,115.45069252077563
21439,19721F,115.48580332409973
21440,197371,115.50921052631578
21441,19756C,115.5443213296399
21442,1976BE,115.56772853185595
21443,1978B9,115.60283933518005
21444,197A0B,115.62624653739611
21445,197C06,115.66135734072022
21446,197D58,115.68476454293629
21447,197F53,115.71987534626038
21448,1980A5,115.74328254847646
21449,1982A0,115.77839335180056
21450,19849B,115.81350415512465
21451,1985ED,115.83691135734072
21452,1987E8,115.87202216066481
21453,19893A,115.89542936288089
21454,198B35,115.93054016620499
21455,198D30,115.96565096952908
21456,198E82,115.98905817174516
21457,19907D,116.02416897506926
21458,1991CF,116.04757617728532
21459,1993CA,116.08268698060942
21460,19951C,116.10609418282549
21461,199717,116.14120498614959
21462,199912,116.17631578947369
21463,199A64,116.19972299168975
21464,199C5F,116.23483379501386
21465,199DB1,116.2582409972299
21466,199FAC,116.29335180055402
21467,19A0FE,116.31675900277007
21468,19A2F9,116.35186980609419
21469,19A44B,116.37527700831026
21470,19A646,116.41038781163434
21471,19A798,116.43379501385041
21472,19A993,116.46890581717453
21473,19AAE5,116.49231301939058
21474,19ACE0,116.52742382271468
21475,19AEDB,116.56253462603877
21476,19B02D,116.58594182825485
21477,19B228,116.62105263157895
21478,19B37A,116.64445983379501
21479,19B4CC,116.66786703601109
21480,19B6C7,116.70297783933518
21481,19B8C2,116.73808864265928
21482,19BA14,116.76149584487536
21483,19BB66,116.78490304709142
21484,19BD61,116.82001385041552
21485,19BEB3,116.84342105263157
21486,19C0AE,116.87853185595569
21487,19C200,116.90193905817173
21488,19C352,116.92534626038781
21489,19C54D,116.96045706371191
21490,19C69F,116.98386426592798
21491,19C89A,117.01897506925208
21492,19C9EC,117.04238227146814
21492,19CB3E,117.06578947368422
21494,19CC90,117.08919667590027
21494,19CE8B,117.12430747922438
21496,19CFDD,117.14771468144043
21497,19D12F,117.17112188365651
21498,19D32A,117.20623268698061
21499,19D47C,117.22963988919668
21500,19D5CE,117.25304709141275
21501,19D7C9,117.28815789473684
21502,19D91B,117.31156509695292
21503,19DA6D,117.33497229916897
21504,19DC68,117.37008310249308
21505,19DDBA,117.39349030470913
21506,19DF0C,117.41689750692521
21507,19E05E,117.44030470914127
21508,19E1B0,117.46371191135735
21509,19E3AB,117.49882271468145
21510,19E4FD,117.5222299168975
21511,19E64F,117.54563711911356
21512,19E7A1,117.56904432132964
21512,19E8F3,117.59245152354569
21513,19EAEE,117.6275623268698
21514,19EC40,117.65096952908588
21515,19ED92,117.67437673130193
21516,19EEE4,117.69778393351801
21517,19F036,117.72119113573407
21518,19F188,117.74459833795015
21519,19F2DA,117.7680055401662
21520,19F4D5,117.80311634349032
21521,19F627,117.82652354570637
21522,19F779,117.84993074792244
21523,19F8CB,117.8733379501385
21524,19FA1D,117.89674515235458
21525,19FB6F,117.92015235457063
21526,19FCC1,117.94355955678671
21527,19FE13,117.96696675900277
21528,19FF65,117.99037396121885
21529,1A00B7,118.0137811634349
21530,1A0209,118.03718836565096
21531,1A035B,118.06059556786704
21532,1A04AD,118.08400277008309
21533,1A05FF,118.10740997229917
21534,1A0751,118.13081717451523
21535,1A08A3,118.1542243767313
21537,1A09F5,118.17763157894736
21537,1A0B47,118.20103878116343
21538,1A0C99,118.2244459833795
21539,1A0DEB,118.24785318559557
21540,1A0F3D,118.27126038781162
21541,1A108F,118.2946675900277
21542,1A11E1,118.31807479224376
21543,1A1333,118.34148199445984
21544,1A1485,118.3648891966759
21545,1A15D7,118.38829639889198
21546,1A1729,118.41170360110803
21547,1A187B,118.43511080332411
21548,1A19CD,118.45851800554017
21549,1A1B1F,118.48192520775625
21550,1A1D1A,118.51703601108032
21551,1A1E6C,118.5404432132964
21552,1A1FBE,118.56385041551246
21553,1A2110,118.58725761772854
21554,1A2262,118.61066481994459
21555,1A23B4,118.63407202216067
21556,1A2506,118.65747922437673
21557,1A2658,118.6808864265928
21558,1A27AA,118.70429362880887
21559,1A28FC,118.72770083102495
21560,1A2A4E,118.751108033241
21561,1A2BA0,118.77451523545706
21562,1A2CF2,118.79792243767314
21563,1A2EED,118.83303324099724
21564,1A303F,118.85644044321329
21565,1A3191,118.87984764542936
21567,1A32E3,118.90325484764543
21567,1A3435,118.9266620498615
21568,1A3587,118.95006925207755
21569,1A3782,118.98518005540167
21570,1A38D4,119.00858725761772
21571,1A3A26,119.0319944598338
21572,1A3B78,119.05540166204986
21573,1A3CCA,119.07880886426594
21574,1A3EC5,119.11391966759003
21575,1A4017,119.1373268698061
21576,1A4169,119.16073407202215
21577,1A42BB,119.18414127423823
21578,1A44B6,119.21925207756233
21579,1A4608,119.2426592797784
21580,1A475A,119.26606648199446
21581,1A48AC,119.28947368421052
21582,1A49FE,119.31288088642658
21583,1A4BF9,119.34799168975069
21584,1A4D4B,119.37139889196676
21585,1A4E9D,119.39480609418283
21587,1A4FEF,119.4182132963989
21587,1A51EA,119.45332409972299
21588,1A533C,119.47673130193907
21589,1A548E,119.50013850415512
21590,1A55E0,119.5235457063712
21591,1A57DB,119.55865650969528
21592,1A592D,119.58206371191136
21593,1A5A7F,119.60547091412742
21594,1A5C7A,119.64058171745152
21595,1A5DCC,119.6639889196676
21596,1A5F1E,119.68739612188365
21597,1A6070,119.71080332409973
21598,1A626B,119.74591412742382
21599,1A63BD,119.7693213296399
21600,1A650F,119.79272853185596
21601,1A670A,119.82783933518006
21602,1A685C,119.85124653739611
21603,1A69AE,119.87465373961219
21604,1A6B00,119.89806094182825
21605,1A6CFB,119.93317174515235
21606,1A6E4D,119.95657894736843
21607,1A6F9F,119.97998614958449
21608,1A719A,120.01509695290859
21609,1A72EC,120.03850415512466
21610,1A74E7,120.07361495844876
21612,1A7639,120.0970221606648
21613,1A778B,120.12042936288088
21614,1A78DD,120.14383656509695
21615,1A7A2F,120.16724376731302
21616,1A7C2A,120.20235457063713
21617,1A7D7C,120.22576177285319
21618,1A7F77,120.26087257617729
21619,1A80C9,120.28427977839335
21620,1A821B,120.30768698060942
21621,1A8416,120.3427977839335
21622,1A8568,120.36620498614958
21623,1A86BA,120.38961218836565
21624,1A88B5,120.42472299168975
21625,1A8A07,120.44813019390583
21626,1A8C02,120.48324099722991
21627,1A8D54,120.50664819944599
21628,1A8EA6,120.53005540166204
21629,1A8FF8,120.55346260387812
21630,1A91F3,120.5885734072022
21631,1A9345,120.61198060941828
21632,1A9540,120.64709141274238
21633,1A9692,120.67049861495845
21634,1A988D,120.70560941828255
21635,1A99DF,120.72901662049861
21636,1A9B31,120.75242382271469
21637,1A9D2C,120.78753462603878
21638,1A9E7E,120.81094182825485
21639,1AA079,120.84605263157896
21640,1AA1CB,120.869459833795
21641,1AA31D,120.89286703601108
21642,1AA518,120.92797783933517
21643,1AA66A,120.95138504155125
21644,1AA865,120.98649584487534
21645,1AA9B7,121.00990304709141
21646,1AABB2,121.04501385041551
21647,1AAD04,121.06842105263158
21648,1AAE56,121.09182825484766
21649,1AB051,121.12693905817174
21650,1AB1A3,121.15034626038782
21651,1AB39E,121.18545706371192
21652,1AB4F0,121.20886426592797
21653,1AB642,121.23227146814403
21654,1AB83D,121.26738227146814
21655,1AB98F,121.29078947368421
21656,1ABB8A,121.3259002770083
21657,1ABCDC,121.34930747922438
21658,1ABED7,121.38441828254848
21659,1AC029,121.40782548476454
21660,1AC17B,121.43123268698062
21661,1AC376,121.46634349030471
21662,1AC4C8,121.48975069252079
21663,1AC6C3,121.52486149584487
21664,1AC815,121.54826869806094
21665,1ACA10,121.58337950138505
21666,1ACB62,121.6067867036011
21667,1ACCB4,121.63019390581718
21668,1ACEAF,121.66530470914127
21669,1AD001,121.68871191135734
21670,1AD1FC,121.72382271468143
21671,1AD34E,121.74722991689751
21672,1AD549,121.78234072022161
21673,1AD69B,121.80574792243767
21674,1AD896,121.84085872576178
21675,1AD9E8,121.86426592797784
21676,1ADBE3,121.89937673130194
21677,1ADD35,121.92278393351802
21678,1ADF30,121.9578947368421
21679,1AE082,121.98130193905818
21680,1AE27D,122.01641274238226
21681,1AE3CF,122.03981994459834
21682,1AE5CA,122.07493074792245
21683,1AE71C,122.0983379501385
21684,1AE917,122.1334487534626
21685,1AEA69,122.15685595567867
21686,1AEC64,122.19196675900277
21687,1AEE5F,122.22707756232687
21688,1AEFB1,122.25048476454293
21689,1AF1AC,122.28559556786703
21690,1AF2FE,122.3090027700831
21691,1AF4F9,122.3441135734072
21692,1AF64B,122.36752077562328
21693,1AF846,122.40263157894736
21694,1AFA41,122.43774238227147
21695,1AFB93,122.46114958448753
21696,1AFD8E,122.49626038781163
21697,1AFEE0,122.51966759002771
21698,1B00DB,122.5547783933518
21699,1B022D,122.57818559556787
21700,1B0428,122.61329639889198
21701,1B057A,122.63670360110804
21702,1B0775,122.67181440443214
21703,1B08C7,122.69522160664819
21704,1B0AC2,122.7303324099723
21705,1B0C14,122.75373961218835
21706,1B0E0F,122.78885041551246
21707,1B100A,122.82396121883657
21708,1B115C,122.84736842105262
21709,1B1357,122.88247922437674
21710,1B14A9,122.9058864265928
21711,1B16A4,122.94099722991689
21712,1B17F6,122.96440443213297
21712,1B19F1,122.99951523545705
21713,1B1BEC,123.03462603878116
21714,1B1D3E,123.05803324099723
21715,1B1F39,123.09314404432132
21716,1B2134,123.12825484764542
21717,1B2286,123.1516620498615
21718,1B2481,123.18677285318559
21719,1B25D3,123.21018005540166
21720,1B27CE,123.24529085872575
21721,1B2920,123.26869806094183
21722,1B2B1B,123.30380886426593
21723,1B2D16,123.33891966759002
21724,1B2E68,123.3623268698061
21725,1B3063,123.3974376731302
21726,1B31B5,123.42084487534626
21727,1B33B0,123.45595567867036
21728,1B35AB,123.49106648199445
21729,1B36FD,123.51447368421053
21730,1B38F8,123.54958448753463
21731,1B3AF3,123.58469529085872
21732,1B3C45,123.6081024930748
21733,1B3E40,123.6432132963989
21734,1B3F92,123.66662049861496
21735,1B418D,123.70173130193906
21736,1B4388,123.73684210526315
21737,1B44DA,123.76024930747923
21738,1B46D5,123.79536011080333
21739,1B4827,123.81876731301939
21740,1B4A22,123.8538781163435
21741,1B4B74,123.87728531855956
21742,1B4D6F,123.91239612188366
21743,1B4F6A,123.94750692520776
21744,1B50BC,123.97091412742382
21745,1B52B7,124.00602493074793
21746,1B5409,124.02943213296398
21747,1B5604,124.06454293628809
21748,1B57FF,124.0996537396122
21749,1B5951,124.12306094182824
21750,1B5B4C,124.15817174515236
21751,1B5C9E,124.18157894736841
21752,1B5E99,124.21668975069252
21753,1B6094,124.25180055401663
21754,1B61E6,124.27520775623267
21755,1B63E1,124.31031855955679
21756,1B6533,124.33372576177287
21757,1B672E,124.36883656509694
21758,1B6929,124.40394736842106
21759,1B6A7B,124.4273545706371
21760,1B6C76,124.46246537396121
21761,1B6DC8,124.48587257617729
21762,1B6FC3,124.52098337950137
21763,1B71BE,124.55609418282549
21764,1B7310,124.57950138504157
21765,1B750B,124.61461218836564
21766,1B765D,124.63801939058172
21767,1B7858,124.6731301939058
21768,1B7A53,124.70824099722991
21769,1B7BA5,124.73164819944598
21770,1B7DA0,124.76675900277007
21771,1B7EF2,124.79016620498615
21772,1B80ED,124.82527700831025
21773,1B82E8,124.86038781163434
21774,1B843A,124.88379501385042
21775,1B8635,124.9189058171745
21776,1B8830,124.9540166204986
21777,1B8982,124.97742382271468
21778,1B8B7D,125.01253462603877
21779,1B8CCF,125.03594182825485
21780,1B8ECA,125.07105263157895
21781,1B90C5,125.10616343490304
21782,1B9217,125.12957063711912
21783,1B9412,125.1646814404432
21784,1B960D,125.1997922437673
21785,1B975F,125.22319944598338
21786,1B995A,125.25831024930747
21787,1B9B55,125.29342105263157
21788,1B9CA7,125.31682825484765
21789,1B9EA2,125.35193905817174
21790,1B9FF4,125.37534626038781
21791,1BA1EF,125.4104570637119
21792,1BA3EA,125.445567867036
21793,1BA53C,125.46897506925208
21794,1BA737,125.50408587257617
21795,1BA932,125.53919667590027
21796,1BAA84,125.56260387811635
21797,1BAC7F,125.59771468144044
21798,1BADD1,125.62112188365651
21799,1BAFCC,125.6562326869806
21800,1BB11E,125.67963988919668
21801,1BB319,125.71475069252078
21802,1BB514,125.74986149584487
21803,1BB666,125.77326869806095
21804,1BB861,125.80837950138505
21805,1BB9B3,125.83178670360111
21806,1BBBAE,125.86689750692521
21807,1BBDA9,125.9020083102493
21808,1BBEFB,125.92541551246538
21809,1BC0F6,125.96052631578948
21810,1BC2F1,125.99563711911357
21812,1BC443,126.01904432132964
21813,1BC63E,126.05415512465375
21814,1BC790,126.07756232686981
21815,1BC98B,126.11267313019391
21816,1BCB86,126.147783933518
21817,1BCCD8,126.17119113573408
21818,1BCED3,126.20630193905818
21819,1BD0CE,126.24141274238227
21820,1BD220,126.26481994459834
21821,1BD41B,126.29993074792245
21822,1BD616,126.33504155124653
21823,1BD768,126.35844875346261
21824,1BD963,126.3935595567867
21825,1BDB5E,126.4286703601108
21826,1BDCB0,126.45207756232688
21827,1BDEAB,126.48718836565097
21828,1BE0A6,126.52229916897507
21829,1BE1F8,126.54570637119114
21830,1BE3F3,126.58081717451523
21831,1BE5EE,126.61592797783933
21832,1BE740,126.6393351800554
21833,1BE93B,126.6744459833795
21834,1BEB36,126.7095567867036
21835,1BEC88,126.73296398891966
21836,1BEE83,126.76807479224377
21837,1BEFD5,126.79148199445984
21838,1BF1D0,126.82659279778393
21839,1BF3CB,126.86170360110803
21840,1BF51D,126.8851108033241
21841,1BF718,126.9202216066482
21842,1BF913,126.9553324099723
21843,1BFA65,126.97873961218836
21844,1BFC60,127.01385041551247
21845,1BFE5B,127.04896121883657
21846,1BFFAD,127.07236842105263
21847,1C01A8,127.10747922437673
21848,1C03A3,127.14259002770083
21849,1C04F5,127.1659972299169
21850,1C06F0,127.201108033241
21851,1C08EB,127.2362188365651
21852,1C0A3D,127.25962603878116
21853,1C0C38,127.29473684210527
21854,1C0E33,127.32984764542937
21855,1C0F85,127.35325484764543
21856,1C1180,127.38836565096953
21857,1C12D2,127.4117728531856
21858,1C14CD,127.4468836565097
21859,1C16C8,127.4819944598338
21860,1C181A,127.50540166204986
21861,1C1A15,127.54051246537396
21862,1C1C10,127.57562326869807
21863,1C1D62,127.59903047091413
21864,1C1F5D,127.63414127423823
21865,1C20AF,127.6575484764543
21866,1C22AA,127.6926592797784
21867,1C24A5,127.7277700831025
21868,1C25F7,127.75117728531856
21869,1C27F2,127.78628808864266
21870,1C29ED,127.82139889196677
21871,1C2B3F,127.84480609418283
21872,1C2D3A,127.87991689750693
21873,1C2F35,127.91502770083102
21874,1C3087,127.9384349030471
21875,1C3282,127.9735457063712
21876,1C347D,128.00865650969527
21877,1C35CF,128.03206371191135
21878,1C37CA,128.06717451523548
21879,1C39C5,128.10228531855955
21880,1C3BC0,128.13739612188365
21881,1C3D12,128.1608033240997
21882,1C3F0D,128.19591412742383
21883,1C4108,128.23102493074794
21884,1C425A,128.25443213296398
21885,1C4455,128.2895429362881
21886,1C4650,128.3246537396122
21887,1C47A2,128.34806094182824
21888,1C499D,128.38317174515237
21889,1C4B98,128.41828254847647
21890,1C4CEA,128.44168975069252
21891,1C4EE5,128.47680055401662
21892,1C50E0,128.51191135734072
21893,1C5232,128.5353185595568
21894,1C542D,128.5704293628809
21895,1C5628,128.60554016620497
21896,1C577A,128.62894736842105
21897,1C5975,128.66405817174515
21898,1C5B70,128.69916897506926
21899,1C5CC2,128.72257617728533
21900,1C5EBD,128.75768698060944
21901,1C60B8,128.7927977839335
21902,1C62B3,128.8279085872576
21903,1C6405,128.8513157894737
21904,1C6600,128.8864265927978
21905,1C6752,128.90983379501387
21906,1C694D,128.94494459833794
21907,1C6B48,128.98005540166204
21908,1C6D43,129.01516620498614
21909,1C6E95,129.03857340720222
21910,1C7090,129.07368421052632
21911,1C71E2,129.09709141274237
21912,1C73DD,129.13220221606647
21912,1C75D8,129.16731301939058
21913,1C77D3,129.20242382271468
21914,1C7925,129.22583102493076
21915,1C7B20,129.26094182825486
21916,1C7D1B,129.29605263157896
21917,1C7E6D,129.319459833795
21918,1C8068,129.3545706371191
21919,1C8263,129.3896814404432
21920,1C83B5,129.4130886426593
21921,1C85B0,129.4481994459834
21922,1C87AB,129.48331024930746
21923,1C89A6,129.51842105263157
21924,1C8AF8,129.54182825484764
21925,1C8CF3,129.57693905817175
21926,1C8EEE,129.61204986149585
21927,1C9040,129.6354570637119
21928,1C923B,129.670567867036
21929,1C9436,129.7056786703601
21930,1C9631,129.74078947368423
21931,1C9783,129.76419667590028
21932,1C997E,129.79930747922438
21933,1C9B79,129.83441828254846
21934,1C9CCB,129.85782548476453
21935,1C9EC6,129.89293628808866
21936,1CA018,129.9163434903047
21937,1CA213,129.9514542936288
21938,1CA40E,129.98656509695292
21939,1CA560,130.00997229916896
21940,1CA75B,130.04508310249307
21941,1CA956,130.08019390581717
21942,1CAAA8,130.10360110803325
21943,1CACA3,130.13871191135735
21944,1CAE9E,130.17382271468142
21945,1CAFF0,130.1972299168975
21946,1CB1EB,130.23234072022163
21947,1CB3E6,130.2674515235457
21948,1CB5E1,130.3025623268698
21949,1CB733,130.32596952908585
21950,1CB92E,130.36108033240995
21951,1CBA80,130.38448753462603
21952,1CBC7B,130.41959833795013
21953,1CBE76,130.45470914127424
21954,1CBFC8,130.4781163434903
21955,1CC1C3,130.5132271468144
21956,1CC3BE,130.54833795013852
21957,1CC510,130.57174515235457
21958,1CC70B,130.60685595567867
21959,1CC906,130.64196675900277
21960,1CCA58,130.66537396121882
21961,1CCC53,130.70048476454292
21962,1CCE4E,130.73559556786705
21963,1CCFA0,130.7590027700831
21964,1CD19B,130.7941135734072
21965,1CD396,130.8292243767313
21966,1CD4E8,130.85263157894735
21967,1CD6E3,130.88774238227148
21968,1CD835,130.91114958448753
21969,1CDA30,130.94626038781163
21970,1CDC2B,130.98137119113574
21971,1CDE26,131.01648199445984
21972,1CDF78,131.0398891966759
21973,1CE173,131.07500000000002
21974,1CE2C5,131.09840720221607
21975,1CE4C0,131.13351800554017
21976,1CE6BB,131.16862880886427
21977,1CE8B6,131.20373961218837
21978,1CEA08,131.22714681440445
21979,1CEC03,131.26225761772855
21980,1CED55,131.2856648199446
21981,1CEF50,131.3207756232687
21982,1CF14B,131.3558864265928
21983,1CF29D,131.37929362880885
21984,1CF498,131.41440443213298
21985,1CF693,131.44951523545706
21986,1CF7E5,131.47292243767313
21987,1CF9E0,131.50803324099724
21988,1CFB32,131.53144044321328
21989,1CFD2D,131.56655124653741
21990,1CFF28,131.6016620498615
21991,1D007A,131.62506925207757
21992,1D0275,131.66018005540167
21993,1D03C7,131.68358725761772
21994,1D05C2,131.71869806094182
21995,1D07BD,131.75380886426595
21996,1D090F,131.777216066482
21997,1D0B0A,131.8123268698061
21998,1D0D05,131.84743767313017
21999,1D0E57,131.87084487534625
22000,1D1052,131.90595567867038
22001,1D11A4,131.92936288088643
22002,1D139F,131.96447368421053
22003,1D14F1,131.98788088642658
22004,1D16EC,132.02299168975068
22005,1D18E7,132.05810249307478
22006,1D1A39,132.08150969529086
22007,1D1C34,132.11662049861496
22008,1D1D86,132.140027700831
22009,1D1F81,132.17513850415511
22010,1D20D3,132.1985457063712
22012,1D22CE,132.2336565096953
22013,1D24C9,132.2687673130194
22014,1D261B,132.29217451523544
22015,1D2816,132.32728531855955
22016,1D2968,132.35069252077562
22017,1D2B63,132.38580332409973
22018,1D2D5E,132.42091412742383
22019,1D2EB0,132.4443213296399
22020,1D30AB,132.47943213296398
22021,1D31FD,132.50283933518006
22022,1D33F8,132.53795013850416
22023,1D354A,132.56135734072024
22024,1D3745,132.59646814404434
22025,1D3940,132.6315789473684
22026,1D3A92,132.6549861495845
22027,1D3C8D,132.6900969529086
22028,1D3DDF,132.71350415512467
22029,1D3FDA,132.74861495844877
22030,1D412C,132.77202216066482
22031,1D4327,132.80713296398892
22032,1D4522,132.84224376731302
22033,1D4674,132.86565096952907
22034,1D486F,132.9007617728532
22035,1D49C1,132.92416897506925
22036,1D4BBC,132.95927977839335
22037,1D4D0E,132.98268698060943
22038,1D4F09,133.0177977839335
22039,1D505B,133.04120498614958
22040,1D5256,133.07631578947368
22041,1D5451,133.11142659279778
22042,1D55A3,133.13483379501386
